"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2423641,"September 25, 2022",Louisiana,"New Orleans","9000 block of Cohn St",1,0,N/A
2423790,"September 25, 2022","New York",Bronx,"320 Beekman Ave",1,0,N/A
2423813,"September 25, 2022",Pennsylvania,Allentown,"630 N 6th St",1,0,N/A
2423717,"September 25, 2022",Texas,Dallas,"2900 block of Al Lipscomb Way",1,0,N/A
2423382,"September 25, 2022","South Carolina",Kershaw,"638 Kershaw Country Club Rd",1,0,N/A
2423546,"September 25, 2022",Ohio,Columbus,"5512 E Livingston Ave",2,1,N/A
2424940,"September 25, 2022",Illinois,Chicago,"7000 block of S Ada St",1,0,N/A
2425484,"September 24, 2022",Georgia,Dallas,"197 Southern Oaks Dr",1,0,N/A
2423499,"September 24, 2022","North Carolina",Wilmington,"500 block of Anderson St",1,0,N/A
2424073,"September 24, 2022",Wisconsin,Milwaukee,"6900 block of N 43rd St",1,0,N/A
2423130,"September 24, 2022",Texas,Dallas,"9600 block of US-175",1,0,N/A
2422259,"September 23, 2022",Missouri,"Saint Louis (Spanish Lake)","1200 block of Edlor Dr",1,0,N/A
2423967,"September 23, 2022",Washington,Auburn,"812 10th St NE",1,2,N/A
2421911,"September 22, 2022","South Carolina","Goose Creek","104 S Goose Creek Blvd",1,1,N/A
2435913,"September 21, 2022",Illinois,Chicago,"5200 block of S Lake Park Ave",1,1,N/A
2421234,"September 21, 2022",Illinois,Chicago,"3800 block of W Gladys Ave",1,1,N/A
2420240,"September 20, 2022",Mississippi,Jackson,"300 block of Myer Ave",1,0,N/A
2420637,"September 20, 2022",Michigan,Niles,"620 N 6th St",2,3,N/A
2422088,"September 20, 2022",Texas,Weatherford,N/A,1,1,N/A
2418472,"September 19, 2022",Wisconsin,Milwaukee,"2700 block of N 38th St",1,0,N/A
2419156,"September 19, 2022",Georgia,Augusta,"2500 block of Cascade Dr",2,0,N/A
2420734,"September 19, 2022",Georgia,Washington,"Baltimore Rd and Ashley Dr",1,1,N/A
2422024,"September 19, 2022",Georgia,Lithonia,"Parkway Trail",1,0,N/A
2418986,"September 19, 2022",Mississippi,"Port Gibson","159 Old Hwy 18 No 1 # 1",1,0,N/A
2417902,"September 18, 2022",Virginia,Richmond,"E Laburnum Ave and Conway St",1,0,N/A
2418115,"September 18, 2022",Texas,"San Antonio","231 Noblewood Dr",2,0,N/A
2417713,"September 18, 2022",Wisconsin,Milwaukee,"7100 W Hampton",1,0,N/A
2418559,"September 18, 2022",Georgia,Valdosta,"1300 block of Ponderosa Dr",1,0,N/A
2418976,"September 18, 2022","North Carolina",Mebane,"2300 block of Buckhorn Rd",2,0,N/A
2418419,"September 18, 2022",Illinois,"Rock Island","1300 block of 3rd Ave",1,0,N/A
2417314,"September 17, 2022",Louisiana,"New Orleans","6600 Virgilian St",1,1,N/A
2420172,"September 17, 2022",Pennsylvania,Philadelphia,"5700 block of Media st",1,0,N/A
2418129,"September 17, 2022",Virginia,Roanoke,"1500 block of Shamrock St",1,0,N/A
2417561,"September 17, 2022",Georgia,Savannah,"1200 block of 71st St",1,0,N/A
2416739,"September 16, 2022",Ohio,Cincinnati,"Main St and Orchard St",1,0,N/A
2417047,"September 16, 2022",Wisconsin,Milwaukee,"N 41st St and W Burleigh St",1,0,N/A
2435941,"September 16, 2022",Illinois,Maywood,N/A,1,0,N/A
2416715,"September 16, 2022","New Jersey",Newark,"200 block of Schley St",1,0,N/A
2416422,"September 15, 2022",Alabama,Opelika,"Chester Ave and Easy St",1,0,N/A
2416609,"September 15, 2022",California,Salinas,"San Blanco Dr and Los Olivos Dr",1,0,N/A
2416569,"September 15, 2022",Utah,Midvale,"648 W and Wasatch St",1,0,N/A
2421291,"September 15, 2022",Texas,"Fort Worth","1800 block of Western Center Blvd",1,0,N/A
2415627,"September 14, 2022",Texas,Amarillo,"2801 N Grand St",1,0,N/A
2414739,"September 13, 2022",Georgia,Macon,"3300 block of Hollingsworth Rd",1,0,N/A
2415511,"September 13, 2022","North Carolina",Shelby,"800 block of Logan St",1,0,N/A
2415509,"September 13, 2022","North Carolina","Winston Salem (Winston-salem)","E 29th St and Piedmont Cir",1,0,N/A
2413368,"September 12, 2022",Virginia,Richmond,"900 block of N 1st St",1,0,N/A
2412975,"September 12, 2022",Ohio,Elyria,"400 block of 3rd St",1,0,N/A
2416328,"September 12, 2022",California,Arvin,"Monroe St",1,0,N/A
2412785,"September 12, 2022",Florida,"Hollywood (West Park)","4100 block of SW 21st St",3,0,N/A
2413899,"September 12, 2022",California,Oxnard,"1300 block of South C St",1,0,N/A
2413031,"September 12, 2022",California,"San Bernardino","N Waterman Ave and E Baseline St",2,1,N/A
2412690,"September 11, 2022",California,"Los Angeles","2700 block of N Broadway",2,0,N/A
2413063,"September 11, 2022",Tennessee,Millington,"5000 block of Clear Creek Dr",1,0,N/A
2411915,"September 11, 2022","New York",Rochester,"Iroquois St",1,1,N/A
2412706,"September 11, 2022",Missouri,"Saint Louis","2800 N Florissant Ave",1,0,N/A
2412549,"September 11, 2022",Pennsylvania,Philadelphia,"5300 Horrocks St",1,0,N/A
2413422,"September 11, 2022","New York",Rochester,"530 Webster Ave",1,1,N/A
2412442,"September 11, 2022",Wisconsin,Milwaukee,"N 65th St and W Villard Ave",1,0,N/A
2411495,"September 10, 2022",Utah,"Salt Lake City","500 S Post St",1,0,N/A
2412683,"September 10, 2022",California,"Garden Grove","12500 block of Leroy Ave",1,0,N/A
2418498,"September 10, 2022",Illinois,Litchfield,N/A,1,0,N/A
2412621,"September 10, 2022",Louisiana,Thibodaux,"1700 block of S Barbier Ave",1,0,N/A
2415296,"September 10, 2022",Wisconsin,Milwaukee,"W Layton Avenue and S 106th St",1,0,N/A
2410947,"September 9, 2022",Georgia,Atlanta,"1094 Harwell St NW",1,0,N/A
2410446,"September 9, 2022",Maryland,"Elk Mills","47 Hebron Ct",5,0,N/A
2410642,"September 9, 2022",Illinois,Chicago,"1600 block of East 50th Pl",1,0,N/A
2411475,"September 9, 2022",Florida,Orlando,"400 block of Domino Dr",1,0,N/A
2410714,"September 8, 2022",Minnesota,Minneapolis,"Knox Ave N and Plymouth Ave N",1,0,N/A
2411001,"September 7, 2022",Tennessee,Memphis,"800 block of W Raines Rd",1,0,N/A
2409022,"September 7, 2022","New York",Brooklyn,"Tillary St and Jay St",1,0,N/A
2407746,"September 6, 2022",Ohio,Cleveland,"5200 block of Stickney Ave",1,0,N/A
2407412,"September 5, 2022",Texas,Houston,"4300 block of Steubner Hill Dr",1,0,N/A
2407918,"September 5, 2022",Illinois,Joliet,"1800 block of McDonough St",1,1,N/A
2406392,"September 4, 2022",Texas,Cleveland,"CR 3550 and CR 5708",1,0,N/A
2407229,"September 4, 2022",California,Antioch,"1100 block of Macaulay St",1,0,N/A
2409391,"September 4, 2022",Oklahoma,Tulsa,"S Garnett Rd and E 21st St",1,0,N/A
2406548,"September 3, 2022",Virginia,Roanoke,"1000 block of Palm Ave NW",1,0,N/A
2408222,"September 3, 2022",Georgia,Clarkston,"1000 Montreal Rd",1,0,N/A
2408135,"September 3, 2022",Texas,Houston,"9330 Main St",1,0,N/A
2405452,"September 3, 2022",Indiana,Mishawaka,"600 block of Locust St",1,0,N/A
2405859,"September 3, 2022",Maryland,"Capitol Heights","1428 Ritchie Rd",1,3,N/A
2405483,"September 2, 2022",Maryland,"Windsor Mill","Washington Ave and Liberty Rd",1,1,N/A
2405015,"September 2, 2022",Tennessee,Knoxville,"1400 block of Washington Ave",1,0,N/A
2405467,"September 2, 2022",Maryland,Baltimore,"3500 Hillen Rd",1,0,N/A
2404903,"September 2, 2022","New York","Corona (Queens)","240-06 136th Ave",1,0,N/A
2405192,"September 2, 2022",Pennsylvania,Duquesne,"700 block of Priscilla Ave",1,0,N/A
2403751,"August 31, 2022",Georgia,Columbus,"2001 Torch Hill Rd",2,1,N/A
2404445,"August 31, 2022",Louisiana,Lafayette,"100 block of Toulouse Dr",1,0,N/A
2403162,"August 31, 2022",Alabama,Leeds,"400 block of Alexander Rd",1,0,N/A
2403497,"August 30, 2022",Washington,"Oak Harbor","WA-20 and SW Swantown Ave",1,0,N/A
2400614,"August 29, 2022",Indiana,Indianapolis,"2300 block of N Ritter Ave",1,0,N/A
2403764,"August 29, 2022",Texas,"Fort Worth","2000 block of Jacocks Ln",1,0,N/A
2400946,"August 29, 2022",California,"Los Angeles (Hollywood)","7000 block of Hollywood Blvd",1,1,N/A
2400927,"August 29, 2022",Tennessee,Memphis,"James Rd and N Hollywood St",1,1,N/A
2400731,"August 28, 2022",Texas,"Little Elm","Elk Point Dr and Covemeadow Dr",1,0,N/A
2400148,"August 28, 2022",Maryland,"Temple Hills (Hillcrest Heights)","3416 Curtis Dr",1,0,N/A
2400026,"August 28, 2022",Michigan,Detroit,"Wyoming Ave and W 7-Mile Rd",3,1,N/A
2400239,"August 28, 2022",Texas,"Fort Worth","8512 Steel Dust Dr",2,1,N/A
2402805,"August 28, 2022","North Carolina",Greensboro,"W Market St",1,0,N/A
2401017,"August 28, 2022",Tennessee,Nashville,"500 block of S 5th St",1,0,N/A
2399829,"August 27, 2022",Pennsylvania,Drums,"Sand Hollow Dr",1,0,N/A
2400051,"August 27, 2022",Louisiana,"New Orleans","5420 Franklin Ave",1,0,N/A
2400248,"August 27, 2022","New York",Troy,"151 6th Ave",1,0,N/A
2436455,"August 27, 2022",Louisiana,"Bossier City",N/A,1,0,N/A
2399779,"August 26, 2022",Florida,"West Palm Beach","5100 block of Caribbean Blvd",1,1,N/A
2397552,"August 25, 2022",Indiana,Greenwood,"Providence Dr and Winterwood Dr",1,0,N/A
2398098,"August 25, 2022","North Carolina",Graham,"920 E Hanover Rd",2,1,N/A
2396532,"August 23, 2022",Georgia,Atlanta,"1046 Fayetteville Rd SE",1,0,N/A
2395418,"August 23, 2022",Ohio,Cleveland,"2900 block of Archwood Ave",1,0,N/A
2394971,"August 22, 2022",Tennessee,Antioch,"200 block of Benzing Rd",1,0,N/A
2394375,"August 22, 2022",Indiana,Indianapolis,"3817 Cooper Square Ct",1,0,N/A
2394403,"August 22, 2022",Georgia,Redan,"Young Knoll and Young Ln",1,0,N/A
2394048,"August 21, 2022",Missouri,Independence,"14th St and Scott Ave",2,0,N/A
2394569,"August 21, 2022","North Carolina",Greensboro,"4900 block of W Market St",1,0,N/A
2394299,"August 21, 2022",Nevada,Winnemucca,"605 W Haskell St",1,0,N/A
2393479,"August 20, 2022",Delaware,Wilmington,"W 6th St and N Madison St",1,1,N/A
2395224,"August 20, 2022",Michigan,Ypsilanti,"500 block of Hudson St",1,0,N/A
2393165,"August 20, 2022",Colorado,Longmont,"Kensington St and St Clair Ave",1,1,N/A
2396210,"August 20, 2022",Georgia,"Fort Valley","1207 Edward St",1,0,N/A
2393522,"August 20, 2022",Ohio,Marion,"500 block of Adams St",1,0,N/A
2398082,"August 20, 2022",Indiana,"Lake Station","2700 block of Gibson St",1,0,N/A
2391629,"August 19, 2022","New York",Buffalo,"50 block of Elmer Ave",1,0,N/A
2392608,"August 19, 2022",Texas,"San Antonio","7700 block of Culebra Rd",1,0,N/A
2433329,"August 19, 2022",California,"La Habra","Pacific Ave",1,0,N/A
2392535,"August 19, 2022","North Carolina",Greensboro,"200 block of Baker Rd",1,0,N/A
2393377,"August 19, 2022","New Jersey",Irvington,"121 Maple Ave",1,0,N/A
2392989,"August 19, 2022",Texas,Austin,"11900 block of Menchaca Rd",1,0,N/A
2392142,"August 19, 2022",Ohio,Cleveland,"E 28th St and Cedar Ave",1,0,N/A
2392690,"August 19, 2022",Mississippi,Picayune,N/A,1,0,N/A
2470431,"August 18, 2022",Georgia,Waycross,"GA-520 and Columbus St",1,0,N/A
2391655,"August 18, 2022",Nevada,"North Las Vegas","3900 block of Coleman St",1,0,N/A
2390671,"August 17, 2022",Louisiana,"New Orleans","7700 block of Haney Dr",1,0,N/A
2391195,"August 17, 2022",Ohio,Cleveland,"600 block of E 113th St",1,0,N/A
2390126,"August 17, 2022",Arizona,Phoenix,"N 27th Ave and W Northern Ave",1,2,N/A
2391000,"August 17, 2022",Illinois,Chicago,"2400 block of S Trumbull Ave",1,0,N/A
2388697,"August 15, 2022",Texas,Houston,"2920 Brewster St",1,0,N/A
2389173,"August 15, 2022",Missouri,"Kansas City","2640 Brooklyn Ave",1,1,N/A
2387878,"August 15, 2022",Arizona,"Tempe (Guadalupe)","Avenida del Yaqui and Calle Magdalena",1,0,N/A
2387726,"August 14, 2022",California,"San Jacinto","E 1st St and S Sheriff Ave",1,0,N/A
2388581,"August 14, 2022",Oklahoma,Tulsa,"1950 S Garnett Rd",1,0,N/A
2387797,"August 14, 2022",Illinois,Chicago,"13100 block of S St Lawrence Ave",1,0,N/A
2387837,"August 14, 2022","New Mexico",Clovis,"1100 Sycamore St",1,0,N/A
2388131,"August 14, 2022",California,"Los Angeles","13400 block of Mettler Ave",1,0,N/A
2388196,"August 14, 2022",Virginia,Petersburg,"300 Mistletoe St",1,1,N/A
2387336,"August 13, 2022","South Carolina",Conway,"Bear Bluff Rd",1,0,N/A
2386993,"August 13, 2022",Florida,"Saint Petersburg","12th Ave S and 43rd St S",1,0,N/A
2387339,"August 12, 2022",Wisconsin,Racine,"Case Ave and De Koven Ave",1,0,N/A
2385939,"August 12, 2022",Maryland,"Capitol Heights","6300 block of Seat Pleasant Dr",1,0,N/A
2386019,"August 12, 2022",Arkansas,Helena,"600 block of Poplar St",1,0,N/A
2385815,"August 12, 2022",Tennessee,Chattanooga,"3900 block of 7th Ave",1,0,N/A
2384508,"August 11, 2022","New York",Bronx,"E 194th St and Briggs Ave",1,0,N/A
2385583,"August 11, 2022",Kentucky,"Van Lear","2324 KY 302",1,1,N/A
2385154,"August 11, 2022","North Carolina",Charlotte,"3115 Southwest Blvd",1,0,N/A
2384644,"August 10, 2022",Illinois,Springfield,"2200 block of E Cedar St",1,1,N/A
2383885,"August 9, 2022",Georgia,Augusta,"4222 Wheeler Rd",1,0,N/A
2383414,"August 9, 2022",Florida,Jacksonville,"3162 St Johns Bluff Rd S",1,0,N/A
2383306,"August 8, 2022",Texas,Longview,"600 block of W Avalon Ave",1,0,N/A
2386592,"August 8, 2022","New Jersey",Sicklerville,"Gable Ct",1,0,N/A
2382624,"August 8, 2022","New York",Rochester,"Pennsylvania Ave and 4th St",1,0,N/A
2382051,"August 8, 2022",Pennsylvania,Pittsburgh,"5th Ave",1,0,N/A
2384843,"August 8, 2022",Colorado,Denver,"9200 W Saratoga Pl",1,0,N/A
2382707,"August 8, 2022",Illinois,Decatur,"1200 block of E Sedgwick Ave",1,0,N/A
2383853,"August 7, 2022",Colorado,"Monte Vista","300 block of Monroe St",1,0,N/A
2381509,"August 7, 2022","North Carolina",Greensboro,"800 block of Dillard St",1,2,N/A
2381643,"August 7, 2022",Arizona,Tucson,"5201 E 2nd St",1,0,N/A
2381535,"August 7, 2022","North Carolina",Whitakers,"3600 block of Lonesome Pine Rd",1,1,N/A
2380388,"August 6, 2022",Florida,Jacksonville,"4800 Ortega Farms Blvd",1,0,N/A
2381104,"August 6, 2022",Maryland,Baltimore,"600 block of Linnard St",1,0,N/A
2380722,"August 6, 2022",Texas,"Fort Worth","9700 block of Legacy Dr",1,0,N/A
2381109,"August 6, 2022",Michigan,"New Boston","20340 block of Wahrman Rd",1,0,N/A
2380925,"August 6, 2022",Florida,Citra,"4700 block of W Hwy 318",1,0,N/A
2380739,"August 6, 2022",Michigan,"New Boston","20000 block of Wahrman Rd",1,0,N/A
2379499,"August 5, 2022",Ohio,Dayton,"7120 Hardwicke Pl",4,0,N/A
2380550,"August 5, 2022",Arkansas,Mayflower,"11 Grassy Lake Rd",1,0,N/A
2382005,"August 4, 2022",Missouri,"Kansas City","5000 block of E 8th St",1,0,N/A
2377481,"August 3, 2022","New Mexico",Clovis,"1000 N Martin Luther King Jr Blvd",1,0,N/A
2377953,"August 3, 2022",Indiana,Indianapolis,"11900 block of Tapp Dr",1,1,N/A
2377330,"August 2, 2022","South Carolina",Greenville,"101 Mulberry St",1,0,N/A
2377521,"August 2, 2022",Florida,Miami,"3071 NW 6 St",1,1,N/A
2377207,"August 2, 2022",Minnesota,Minneapolis,"Nicollet Mall and 5th St S",1,0,N/A
2376741,"August 2, 2022",Missouri,"Saint Louis","1500 block of Cass Ave",1,0,N/A
2377219,"August 2, 2022","New York","Corona (Queens)","Beach 67th St and Almeda Ave",1,0,N/A
2376910,"August 2, 2022",Arizona,Glendale,"N El Mirage Rd and W Bethany Home Rd",1,0,N/A
2378733,"August 2, 2022",Maryland,"Oxon Hill","5500 block of Livingston Terrace",1,0,N/A
2377293,"August 2, 2022",Alabama,Enterprise,"600 block of Tartan Pines",1,0,N/A
2377152,"August 1, 2022",California,"San Francisco","100 block of Brookdale Ave",1,0,N/A
2375417,"August 1, 2022",Indiana,Indianapolis,"7100 block of Knobwood Dr",1,0,N/A
2376147,"August 1, 2022",Texas,"Houston (Cloverleaf)","14600 block of Force St",1,0,N/A
2376926,"August 1, 2022",Ohio,Dayton,"635 Yale Ave",1,0,N/A
2374922,"July 31, 2022",Oklahoma,Tulsa,"Broken Arrow Expy",1,1,N/A
2374477,"July 31, 2022",Illinois,Chicago,"4600 block of S Kedzie Ave",1,1,N/A
2408023,"July 31, 2022",Florida,Miami,"NW 30th Ave and NW 79th St",1,0,N/A
2375161,"July 31, 2022",Michigan,Detroit,"14th St and Lawrence St",1,0,N/A
2374990,"July 31, 2022",Illinois,Decatur,"2874 N Dinneen St",1,3,N/A
2375172,"July 31, 2022","South Carolina",Columbia,"4100 block of Shorecrest Dr",1,0,N/A
2373050,"July 29, 2022",Maryland,Baltimore,"3100 block of W North Ave",2,2,N/A
2374318,"July 29, 2022",Arizona,Phoenix,"W Devonshire Ave",1,0,N/A
2373686,"July 29, 2022",Illinois,Chicago,"1100 block of E 52nd St",1,0,N/A
2373771,"July 29, 2022",Florida,Bradenton,"5310 26th St W",1,0,N/A
2372699,"July 29, 2022",Texas,"San Antonio","1707 Pleasanton Rd",2,0,N/A
2373512,"July 29, 2022",Tennessee,Memphis,"1000 block of University St",1,0,N/A
2373411,"July 28, 2022",Colorado,Loveland,"338 Pavo Ct",3,0,N/A
2375766,"July 28, 2022",California,Highland,"9th St and Del Rosa Ave",1,0,N/A
2372658,"July 28, 2022","South Carolina",Cheraw,N/A,1,0,N/A
2372813,"July 28, 2022",Florida,Casselberry,"800 block of Paddock Way",1,0,N/A
2381631,"July 28, 2022",Pennsylvania,Tyrone,"300 block of W 15th St",1,0,N/A
2371043,"July 27, 2022",Georgia,Augusta,"3061 Deans Bridge Rd",1,0,N/A
2370760,"July 27, 2022",Georgia,Macon,"624 Forest Hill Rd",2,2,N/A
2371531,"July 27, 2022",Massachusetts,Boston,"28 Ellington St",1,0,N/A
2372136,"July 27, 2022",Ohio,Cleveland,"3101 Scranton Rd",1,0,N/A
2371242,"July 26, 2022",California,"Orange Cove","E St and Railroad Ave",1,1,N/A
2371189,"July 26, 2022","South Carolina",Cheraw,"Cleveland St",1,0,N/A
2370835,"July 26, 2022",Illinois,Chicago,"2400 block of W Marquette Rd",1,0,N/A
2371073,"July 26, 2022",Georgia,Decatur,"3300 block of Peppertree Cir",1,0,N/A
2407829,"July 26, 2022",Michigan,Detroit,"S Liebold St and Gilroy St",1,0,N/A
2370593,"July 26, 2022",Michigan,Detroit,"Homer St and Mullane St",1,0,N/A
2371386,"July 26, 2022",Alaska,Fairbanks,"1476 Constance Ct",4,0,N/A
2371686,"July 26, 2022","West Virginia",Northfork,N/A,1,0,N/A
2369684,"July 25, 2022","South Carolina",Orangeburg,"102 Kemmerlin Rd",1,1,N/A
2369459,"July 25, 2022","North Carolina",Kinston,"100 block of Airport Rd",2,0,N/A
2368792,"July 24, 2022",Illinois,Chicago,"5900 block of S Indiana Ave",1,0,N/A
2369299,"July 24, 2022",California,"Los Angeles","1500 block of Plaza del Amo",1,0,N/A
2368945,"July 24, 2022","New Mexico",Roswell,"1400 block of E Tilden St",1,2,N/A
2368357,"July 23, 2022",Illinois,Kankakee,"100 block of N Washington Ave",1,0,N/A
2368334,"July 23, 2022",Georgia,Atlanta,"183 Mount Zion Rd",1,0,N/A
2368124,"July 23, 2022","Rhode Island",Providence,"Wallace Ave",1,0,N/A
2367850,"July 23, 2022",Texas,"San Antonio","1800 block of Schley Ave",2,0,N/A
2366654,"July 22, 2022","South Carolina","North Charleston","2600 block of Forseman Rd",1,0,N/A
2367375,"July 22, 2022",Ohio,Columbus,"4400 block of Sherwood Forest N",1,1,N/A
2366784,"July 21, 2022",Oklahoma,Thackerville,"22995 US-77",1,1,N/A
2366134,"July 21, 2022",Georgia,Snellville,"Lake Dr",2,0,N/A
2366254,"July 21, 2022","South Carolina","North Charleston","Pinehurst St and N Oakridge Cir",1,0,N/A
2370987,"July 21, 2022",Florida,"Haines City","Jennings Rd and Jack Watkins Rd",1,0,N/A
2365565,"July 21, 2022",Illinois,Chicago,"1000 block of E Marquette Rd",1,0,N/A
2365069,"July 20, 2022","South Carolina",Columbia,"780 Fashion Dr",1,0,N/A
2365365,"July 20, 2022",California,Coachella,"86000 block of Calle Geranio",2,0,N/A
2365666,"July 20, 2022",Texas,Lubbock,"E 10th St and Ute Ave",2,0,N/A
2364506,"July 20, 2022",Florida,Miami,"NW 13th Ave and NW 62nd St",1,2,N/A
2365486,"July 20, 2022",Mississippi,Jackson,"5255 Manhattan Rd",1,2,N/A
2365153,"July 19, 2022",Ohio,Cleveland,"8800 block of Detroit Ave",1,0,N/A
2364234,"July 19, 2022",Michigan,Detroit,"Bramell St and Elmira St",1,0,N/A
2366148,"July 19, 2022",Georgia,Suwanee,"4021 McGinnis Ferry Rd",1,0,N/A
2363883,"July 19, 2022","New York","New York (Manhattan)","112 E 128th St",1,1,N/A
2364685,"July 19, 2022",Florida,Bradenton,"14th St E and 9th Ave E",1,0,N/A
2363138,"July 18, 2022",Arkansas,"Pine Bluff","1118 W 5th Ave",1,0,N/A
2362667,"July 18, 2022",Nevada,"Las Vegas","Sahara Ave and Paradise Rd",1,0,N/A
2363153,"July 18, 2022",Ohio,Columbus,N/A,1,0,N/A
2377401,"July 18, 2022",Florida,"Lehigh Acres","537 Oakfield Ave",1,0,N/A
2362762,"July 17, 2022",Nevada,"Las Vegas","2520 Perryville Ave",2,2,N/A
2364112,"July 17, 2022",Georgia,"Stone Mountain","Ashley Ln",1,0,N/A
2362571,"July 17, 2022",Illinois,Chicago,"7300 block of S Union Ave",1,0,N/A
2362460,"July 17, 2022","South Carolina",Elgin,"US-1 and Watts Hill Rd",1,1,N/A
2362327,"July 17, 2022",Virginia,Norfolk,"1700 block of Greenleaf Dr",1,0,N/A
2363274,"July 16, 2022","South Carolina",Chester,"Loomis St",1,0,N/A
2361318,"July 16, 2022",Illinois,"University Park","900 block of Fiesta Dr",1,0,N/A
2361614,"July 16, 2022",Texas,Houston,"2331 Bammelwood Dr",4,0,N/A
2362039,"July 16, 2022",Texas,Dallas,"7501 Chesterfield Dr",1,1,N/A
2364674,"July 16, 2022",Pennsylvania,Erie,"2600 block of Wayne St",1,0,N/A
2361592,"July 16, 2022",Arizona,Phoenix,"27th Ave and Bethany Home Rd",1,0,N/A
2361360,"July 15, 2022",Maryland,Hollywood,"24801 Three Notch Rd",1,1,N/A
2361388,"July 15, 2022",Georgia,Macon,"1100 block of Carlisle Ave",1,1,N/A
2361602,"July 15, 2022",Nevada,"Las Vegas","3985 E Cheyenne Ave",1,0,N/A
2363262,"July 15, 2022","North Carolina",Concord,"Pullman St SW",1,0,N/A
2360828,"July 15, 2022",Mississippi,Mccomb,"Burke Ave and White St",1,0,N/A
2360915,"July 14, 2022",Washington,Lynnwood,"16834 36th Ave W",2,0,N/A
2359356,"July 13, 2022",Nevada,"Las Vegas","3863 Via Lucia Dr",2,0,N/A
2358861,"July 13, 2022",Indiana,Indianapolis,"3629 Merrick Way",1,3,N/A
2359142,"July 13, 2022",Oregon,Salem,"4900 block of Oak Park Dr NE",1,1,N/A
2359115,"July 13, 2022",Oregon,"Baker City","2500 East St",1,0,N/A
2358124,"July 12, 2022",Indiana,Indianapolis,"6500 block of Meadowlark Dr",1,0,N/A
2358546,"July 12, 2022",Colorado,Brighton,"889 Kinglet Ct",1,0,N/A
2359133,"July 12, 2022",Georgia,Douglasville,"7775 Malone St",1,0,N/A
2377111,"July 11, 2022",Oregon,Brookings,"Hemlock St and Fern Ave",1,0,N/A
2357294,"July 11, 2022",Illinois,Danville,"100 block of E Davis St",1,0,N/A
2357587,"July 11, 2022",Michigan,"Battle Creek","420 Arbor Pointe Dr",1,0,N/A
2357396,"July 11, 2022",Maryland,Baltimore,"1900 block of E 29th St",1,0,N/A
2357275,"July 11, 2022",Pennsylvania,Philadelphia,"Diamond St and Newkirk St",1,0,N/A
2355894,"July 10, 2022",Florida,"Plant City","400 Parkwood Estates Dr",2,0,N/A
2356474,"July 10, 2022",Michigan,"Houghton Lake","405 Erie St",4,0,N/A
2357256,"July 10, 2022",Mississippi,"Horn Lake","Brandee Dr",1,0,N/A
2356147,"July 10, 2022",Alabama,Montgomery,"3300 block of Fountain Ln",1,0,N/A
2355977,"July 10, 2022",California,"San Diego","37th St and Polk Ave",1,0,N/A
2355496,"July 10, 2022",Michigan,Detroit,"250 Riverfront Dr",1,0,N/A
2355300,"July 9, 2022",Texas,Austin,"1400 block of Blakeney Ln",1,1,N/A
2355134,"July 9, 2022","District of Columbia",Washington,"3500 block of Hayes St NE",1,0,N/A
2355286,"July 9, 2022",Ohio,Toledo,"3800 block of N Lockwood St",1,1,N/A
2356138,"July 9, 2022",Connecticut,Fairfield,"901 Kings Hwy E",1,1,N/A
2355035,"July 8, 2022",California,Anaheim,"1100 block of Acacia St",1,0,N/A
2353866,"July 8, 2022","New York","Spring Valley","150 W Eckerson Rd",1,0,N/A
2354235,"July 7, 2022",Illinois,Zion,"2900 block of Gideon Ave",1,0,N/A
2353745,"July 7, 2022","North Carolina",Charlotte,"3900 block of Sofley Rd",1,0,N/A
2354549,"July 7, 2022",Oregon,Drewsey,"NF 1710 and NF 17",2,0,N/A
2352407,"July 6, 2022",Ohio,Powell,"9273 Creighton Dr",2,0,N/A
2353166,"July 6, 2022",Texas,Pflugerville,"TX-130 and Rowe Ln",1,1,N/A
2351943,"July 6, 2022",Arizona,Glendale,"63rd Ave and Glendale Ave",1,0,N/A
2352785,"July 6, 2022",Washington,Tacoma,"S 19th St and M.L.K. Jr Way",1,0,N/A
2352523,"July 6, 2022",Indiana,"Fort Wayne","512 Picadilly Cir",1,0,N/A
2438232,"July 5, 2022",Colorado,"Fort Morgan",N/A,1,0,N/A
2349778,"July 5, 2022","District of Columbia",Washington,"700 block of Kenilworth Terrace NE",1,1,N/A
2351011,"July 5, 2022",Minnesota,Minneapolis,"10 E 18th St",1,1,N/A
2350482,"July 5, 2022",Texas,"San Antonio","7700 Ingram Rd",1,2,N/A
2350423,"July 5, 2022",Illinois,Chicago,"6601 S Western Ave",1,0,N/A
2350843,"July 5, 2022",Louisiana,"New Orleans","900 block of Canal St",1,1,N/A
2348903,"July 4, 2022",Michigan,"Grand Rapids","500 block of Leonard St",1,0,N/A
2350276,"July 4, 2022",Connecticut,"New Haven","Poplar St and Pine St",1,0,N/A
2350414,"July 4, 2022",Texas,"El Paso","7600 block of Franklin Loop",1,0,N/A
2351397,"July 4, 2022",Arkansas,Vilonia,"Schultz Rd",1,0,N/A
2349326,"July 4, 2022",Missouri,"Saint Louis","2800 block of Union Blvd",1,0,N/A
2348933,"July 3, 2022",California,Reedley,"11th St and Myrtle Ave",1,0,N/A
2350885,"July 3, 2022",Oklahoma,"Oklahoma City","4212 N Lottie Ave",1,0,N/A
